Loan ID,Customer ID,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
6a8a2e7a-47a6-4ff6-b883-3490aa9e3039,c60fc668-174c-4bc1-b7eb-e3614fa48377,762234,Long Term,653,1561078,10+ years,Home Mortgage,Debt Consolidation,13789.44,21.1,28,13,0,393946,964392,0,0
37320011-93e6-4fbe-83e1-05bd6991686d,273fad44-d7a0-4843-8adb-6de19f50d800,131802,Short Term,744,379430,8 years,Home Mortgage,Debt Consolidation,7999.76,11.3,,6,0,122949,329538,0,0
ced68bec-a981-470f-a73b-fc25f8b3644c,d6966d47-02a2-448a-8278-30dd6de936a1,245696,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,46320.29,29.6,,11,0,597379,892496,0,0
4e2b7395-d451-4df5-aab0-175531549328,ca34952a-17f5-4d55-8783-049fd42a8f83,177452,Short Term,,,,Own Home,Debt Consolidation,4022.68,12.9,,10,0,110675,199628,0,0
0c511b54-4708-4cc0-affe-ec7bd76dc164,05837858-d0e7-450f-954d-4d731f1a8eb8,475618,Long Term,692,1901710,3 years,Home Mortgage,Home Improvements,5404.17,10,20,4,0,0,0,0,0
,,,,,,,,,,,,,,,,,
add946a5-20a5-4211-bf22-408525123b1d,163b8125-8f24-4b8f-ba59-23ea017f5b48,218834,Short Term,742,1077262,3 years,Own Home,Home Improvements,19390.64,24.5,29,37,0,212800,502876,0,0
0cd1b589-6347-4138-90dc-8e24f0976730,7c608e4c-97ed-4ba1-9239-aa73dea4ef9d,161282,Short Term,747,2451323,7 years,Home Mortgage,Debt Consolidation,34052.94,17.5,23,10,0,1421846,4885276,0,0
3db703f1-1bfd-4581-8df2-26f13354fd7d,1c52d5bd-f2ca-4f5f-b485-80c69374b055,429990,Long Term,703,1028356,1 year,Home Mortgage,Debt Consolidation,20224.36,11,,14,0,350170,491458,0,0
5ef05316-4c55-446b-8f4d-3717ef24139e,75f648a2-fff4-4d9f-8daf-91fc3f5c64aa,435820,Long Term,650,1505560,2 years,Rent,Debt Consolidation,26723.69,10.5,,15,0,390640,637054,0,0
4565d1aa-f428-4b93-bb7c-e7ad32b6d940,54127fb4-cdda-4544-abbe-9ec546323160,359282,Short Term,723,1648440,9 years,Rent,other,13132.61,24.6,46,10,0,227031,534336,0,0
84442d27-c315-47d1-9223-deab954cf52d,d613935e-3462-43a3-b5b3-13ef68ce585d,217404,Long Term,,,6 years,Home Mortgage,Other,16335.82,14.7,,10,0,297464,667502,0,0
f42a643a-d366-481c-8b08-cf7f605eff00,8023d629-da8e-4d22-957b-02ed66778ec8,128700,Short Term,728,9336600,6 years,Rent,other,15716.61,11.1,58,6,0,102543,145860,0,0
605f3c8e-765b-41b8-a31c-94397a36d5cd,440b7149-1554-498b-acc0-d841c6a6eeb9,152196,Short Term,7390,2264192,4 years,Home Mortgage,Debt Consolidation,23585.46,25.5,65,12,0,489744,843854,0,0
9922a2f9-8ca4-43f0-8566-a7f3d6106f00,16053f9d-28b7-4614-9e67-3a1cfc670d93,358578,Short Term,718,844569,< 1 year,Own Home,Debt Consolidation,9782.91,12.8,,10,0,310878,617430,0,0
2280c1c9-8109-40f5-99f6-bf20ae3a118c,d764e084-155c-464f-afe2-3feab01ebcb9,99999999,Long Term,731,1044734,10+ years,Home Mortgage,Debt Consolidation,15671.01,18.1,12,9,0,201039,506044,0,0
3f33b47c-8b0e-42e9-ba51-4a7b64af8d6b,d1c05bb1-554f-4d86-984a-070a8bdac626,179762,Short Term,7250,640414,2 years,Own Home,other,4755.13,20.5,,7,0,82403,116776,0,0
3844a00a-428b-46ae-a996-8906942f73f9,7eef1ab1-8848-4f06-b9c2-39494f0ed05e,390654,Long Term,704,937175,10+ years,Home Mortgage,Debt Consolidation,13354.72,13.1,7,13,0,219811,321354,0,0
231cf74f-ea04-4e6f-9466-ff3157f91e06,f706e3b2-d4e3-40e3-8b3a-604f83473921,769076,Long Term,730,4744300,10+ years,Home Mortgage,other,22377.25,39.8,,14,0,134501,927058,0,0
a58abd00-1fa0-412b-8d02-4a272f3c4d66,da4fd425-7d45-4c5f-96ed-7930a056e45b,473902,Long Term,713,1042511,5 years,Home Mortgage,Debt Consolidation,22240.45,14,,7,0,232655,386496,0,0
c58d3ea8-f1fb-44d0-8675-f5ad28d7759f,aca17abe-e7c8-418d-a6a0-d3e0830a1196,99999999,Short Term,737,1294717,2 years,Rent,Debt Consolidation,19528.58,13.8,,10,0,235030,436832,0,0
40b5f679-5cad-4151-bc33-223f214a56d4,b3178a03-6f29-478e-8805-de740e8de067,224268,Short Term,717,871587,3 years,Home Mortgage,Debt Consolidation,17649.67,6.4,22,11,0,186105,396858,0,0
dd4d6eb2-3597-4cf9-aebe-2fba176924d0,f9827b6a-82c6-43af-a330-7355049890a1,107888,Short Term,732,1229794,10+ years,Home Mortgage,Debt Consolidation,10453.23,20.1,46,10,0,196099,556512,0,0
4039f6cf-3146-4839-adbb-753d04abdca6,e0cd9c72-7d59-4697-9cda-6b5680b6ef39,443520,Long Term,717,1225728,10+ years,Rent,Debt Consolidation,16751.73,28.9,79,20,0,256386,667128,0,0
aa6534c9-f7a9-4d7e-8769-4b49c6ffa70f,88453f40-7863-4a0f-af9e-8b5012c21e93,99999999,Short Term,746,1724307,10+ years,Own Home,Debt Consolidation,16955.79,27.6,50,7,0,476425,1118986,0,0
ce61932d-8d33-4e6c-ba4b-419469b58d96,13356b8b-491b-41dd-a81b-4148b0474c97,668118,Long Term,707,3365907,3 years,Home Mortgage,other,9172.25,22,3,6,0,15485,543268,0,0
6033e31f-ab06-4d41-b442-d0afd6f9f5b3,fee98697-fa8e-4769-b53a-3f2156bba428,99999999,Short Term,744,1123052,4 years,Home Mortgage,Debt Consolidation,16564.96,15.4,81,12,0,279015,461538,0,0
73a8c759-ffdb-4120-a0dc-62034d2bd28c,87b74eb5-27bb-4fc2-8efb-a36ccfabdd91,54868,Short Term,716,1194017,9 years,Rent,Debt Consolidation,8109.39,14.5,,4,1,79496,116358,0,0
709b2aa0-8fdc-4bcc-a21f-ea76d18ed331,6dd091d0-8d82-41d5-929d-fd8b5481bbdc,222090,Short Term,747,2877075,10+ years,Home Mortgage,Debt Consolidation,16902.78,36.9,45,19,0,164806,1927464,0,0
71d0e8cf-b4cd-4a17-ba63-5952ad283c22,5cec9b54-50df-4d99-83a4-5647fe1ff59a,558558,Short Term,712,2084984,10+ years,Own Home,Debt Consolidation,11971.14,15.4,,6,0,486837,619454,0,0
909db90c-cf86-4a8d-8e7f-a4477277ff2f,eb7094dd-92ff-4bbf-9cc0-573e170f9898,322388,Long Term,720,1206481,10+ years,Rent,Debt Consolidation,18700.37,25.6,,5,0,466089,556380,0,0
1694b636-38e3-42d0-8c56-4b09c3deb3fd,0ff17ecc-0df1-4128-890e-ba60b74917cf,133298,Short Term,747,1439117,6 years,Home Mortgage,Educational Expenses,14331.13,22.5,,11,0,1214176,2304742,0,0
969ff837-c2c7-43ac-828b-775460b38a2f,0ac5a59e-4601-4a07-ae4a-6404af1f6616,262372,Long Term,723,2530211,10+ years,Home Mortgage,Home Improvements,35633.93,19.7,9,12,0,91276,205634,0,0
5fee8e80-06d3-4c11-9a5c-54412ac827ab,aad5cc5a-befc-4beb-a06b-d058b8b2bcfb,111914,Short Term,711,1256375,< 1 year,Rent,other,5842.12,12.9,,5,0,212591,288574,0,0
f402e620-e66a-4f7f-9854-5eab58c536fb,9d136a13-2766-4529-a456-a87e0d5d3cde,528748,Long Term,674,2070088,2 years,Own Home,Medical Bills,26738.7,16.1,6,8,0,148656,462704,0,0
54ebc183-8ef9-4e9d-9872-f801885b8eca,f1046dc4-82f3-494a-8142-3b7c511ab046,354948,Long Term,732,766308,7 years,Home Mortgage,Debt Consolidation,11935.23,26.6,,11,0,473043,884884,0,0
,,,,,,,,,,,,,,,,,
5ff8765c-24fa-4f5c-a826-94654efa9877,61f1fe49-826e-47e3-bf6a-cf844fd28435,99999999,Long Term,725,1719063,10+ years,Home Mortgage,Debt Consolidation,38678.87,25,,17,0,577885,935858,0,0
fc7ed4d0-774e-48bd-9f86-c2ad7d8e79cf,25c8e65a-5c43-4277-82a9-aabc0067f464,99999999,Short Term,738,471960,10+ years,Own Home,Debt Consolidation,12939.38,33.1,,8,0,484823,797412,0,0
b4576126-e21e-43b9-b291-4397f4c9f25c,8c55f7ee-6d6c-4bb3-9ff6-d0a397a1bd90,788414,Short Term,706,2120495,10+ years,Home Mortgage,Debt Consolidation,57783.56,22.7,79,19,0,564946,885170,0,0
e3dbc896-eeb0-442b-b16f-e900c891c469,262251e8-e553-4471-bb18-9ad053476371,464772,Short Term,7290,1968742,10+ years,Home Mortgage,Medical Bills,48726.45,15,66,10,0,820667,1064096,0,0
01d09a1b-da08-4655-8acb-69f413163df8,afac3559-db8b-418f-8ae2-da14e07a77fb,200134,Short Term,690,1204752,10+ years,Home Mortgage,other,21484.63,25.4,35,21,0,288154,644138,0,0
7eaab79f-eb6f-4c4a-87f1-4e47bba951cb,3720bd3d-ca7d-45c1-8a13-f5b5857f2ae9,97526,Short Term,726,2676511,10+ years,Home Mortgage,other,71373.69,19,,14,0,444125,699666,0,0
56d2956d-927a-4a50-a41b-386c1d27cc03,7cf64297-99c2-40b5-9442-673120335958,99999999,Short Term,698,834480,3 years,Home Mortgage,Debt Consolidation,466.07,14.9,70,3,0,12825,32230,0,0
18a48123-55d5-4f2f-902e-c89bfff353d8,b97ce0d9-d5fd-4a03-85c4-e39527403aad,347248,Long Term,739,1593207,10+ years,Home Mortgage,Home Improvements,278.92,24,32,2,0,5510,708972,0,0
52ec04da-badd-4f00-876d-a9b252653de0,d2fec888-4103-4101-9ce7-d6dd82cd50a9,240152,Short Term,710,1093621,3 years,Home Mortgage,Home Improvements,13542.63,22,17,11,1,49628,111364,0,0
210adefd-bef6-4f06-9e8b-665d0ae9f620,c9a6a1a2-6eb0-42ba-bc27-ef680685d187,218504,Short Term,735,1094514,10+ years,Home Mortgage,Home Improvements,10580.34,14.5,24,17,0,126882,992706,0,0
5e1c0f61-40fa-4ed2-a26f-7a2d6b74c6c2,b25fa202-b3e5-4990-a9cc-1e4f6c2fe284,264000,Short Term,,,< 1 year,Home Mortgage,Debt Consolidation,15488.23,16.4,6,10,0,285551,690272,0,0
22d336e6-bc51-4dbb-9992-3c3be6cb2ca4,35d4125d-c46e-45a8-9492-5e2b82ddf21d,426338,Short Term,,,,Home Mortgage,Debt Consolidation,22858.52,49,49,10,1,263093,382690,1,0
fb433b43-69f8-4e8b-9e0f-90ddfd2070c8,7b12624f-3cf3-4a3b-b4e3-c8b01178514c,674718,Short Term,746,3340884,5 years,Rent,Debt Consolidation,40925.81,16.6,,17,0,611629,978186,0,0
146e709d-baf8-4da2-9224-4edd0ea00f0e,7c72dbb9-a34d-4fd3-ad7b-3d84522b1638,786720,Long Term,703,2232424,1 year,Home Mortgage,Debt Consolidation,28835.35,15.3,,11,0,485469,798468,0,0
360d5ad5-92c1-4e8f-8a5c-6bfaf91834b3,234571fe-bb5b-4820-9f72-ae103ff830a8,99999999,Short Term,746,1103140,10+ years,Home Mortgage,other,3649.52,18,28,5,0,135375,354640,0,0
2b791b99-b37d-4b36-b98b-5c898c94a413,a3ce9380-161e-4aba-8327-659d033c4890,354948,Short Term,737,1590243,10+ years,Rent,Debt Consolidation,24383.84,23,,7,1,291422,450516,1,0
31936ca7-1103-40cc-9c9e-d0b81d7cf7a8,40e78b74-b97a-4e89-b128-c6462578a16c,133364,Short Term,,,4 years,Own Home,Debt Consolidation,8330.93,19.6,15,10,0,119795,270930,0,0
a8561b91-6518-4179-8588-6527b1817ef6,7db41eb0-7501-415e-be8c-c524e758042c,96096,Short Term,722,622554,3 years,Rent,Buy a Car,6433.02,5.7,,5,0,39273,96140,0,0
5f2be154-487e-4440-a77e-f00de8fa182f,06a109e4-f32f-4be9-88c2-95e72ca19f62,431200,Short Term,745,1266160,1 year,Rent,Debt Consolidation,7639.14,20.1,18,9,0,219260,972774,0,0
f03990d9-eb57-4802-abda-6bf747bfd3e8,14f2f9fb-6a3e-4889-87d9-24d43009ac64,181236,Short Term,744,1037172,2 years,Rent,Debt Consolidation,8815.81,18.8,,17,0,196631,715946,0,0
1bfad840-849f-46ee-a48d-8aa51a5aeae5,1b1791c9-7d40-436c-b2ac-f9e9935884bb,222904,Short Term,691,481270,2 years,Own Home,Home Improvements,7259.14,26,52,10,1,127889,334246,1,0
98897c15-fe6e-4355-a7c5-172f2fef683c,7b2ad308-7840-4b2e-8a6b-db9611df99fa,259908,Short Term,,,1 year,Home Mortgage,Debt Consolidation,16203.58,16.1,,7,0,110580,158092,0,0
3ebe6001-7451-4612-9a64-de1adfd0b27d,6d016442-f11a-4e21-8e53-1d9bc8ba3c2f,280962,Short Term,704,2132085,10+ years,Home Mortgage,Debt Consolidation,23808.14,16,73,15,0,176643,423478,0,0
dc1b6f37-003b-4cbe-81ec-6042b8a41679,5971367e-db00-4137-b46f-8f6034d34d88,319374,Long Term,685,1322419,< 1 year,Rent,Debt Consolidation,16420.18,8.6,,8,0,139973,310464,0,0
084c7fe1-16e7-40f0-807b-0465ae67bc5a,10b17b6e-a724-475d-9f09-69e3244dbcf6,445478,Long Term,705,2281995,7 years,Home Mortgage,Debt Consolidation,28144.51,8.9,,15,0,302214,667832,0,0
ad1bee4b-5993-49e6-afbe-f344f079ada0,5835fba3-adde-4544-9d71-821b598da528,774928,Short Term,,,< 1 year,Home Mortgage,Debt Consolidation,50060.44,15.9,43,11,0,721715,1069992,0,0
d5cf43cb-538a-4ca8-955c-490e32b5b52e,c331c13d-4b81-498c-bd3c-ef9364544330,99999999,Long Term,730,1515041,6 years,Home Mortgage,Debt Consolidation,26008.34,27,,14,0,633251,2143966,0,0
803769ba-50c9-4459-aad4-887399680b98,d0b5684f-561d-47ca-851f-f4396077bff9,59378,Short Term,747,1312026,7 years,Rent,Debt Consolidation,14432.4,29.5,,6,1,128478,280148,1,0
1677bdba-218b-404a-b1cb-2ca5c9061fad,a4e9fc88-fbdf-4073-bc40-4145de2f9470,772310,Long Term,,,3 years,Home Mortgage,Debt Consolidation,37161.15,24.7,,13,0,555750,822910,0,0
0a42f942-e439-4279-962c-23f55b47ddc2,5299d82f-2297-446f-9867-27ea48c58b24,667656,Long Term,674,1364656,10+ years,Home Mortgage,Debt Consolidation,31159.62,15.1,,16,0,354521,529672,0,0
f37c4269-17c6-47e1-a5b3-0b2d78c4b2ea,467d2428-653a-4bd7-852a-06f9fffd90bb,99999999,Short Term,715,579747,< 1 year,Rent,Debt Consolidation,3710.32,10.8,,9,0,76114,143330,0,0
b44f2a51-b62a-4875-8d97-1ff3755768ae,c0a05394-a4f3-4b79-8443-84cfc40e5577,375496,Short Term,,,6 years,Home Mortgage,Debt Consolidation,29178.11,16.3,57,17,0,503766,973830,0,0
9b7e1c00-7fef-4fe9-8122-a56811b74492,ed8c2305-4c4e-4d40-9f49-61ef05967b18,151976,Short Term,739,697471,1 year,Rent,Debt Consolidation,5097.32,11,,6,0,186466,391116,0,0
3b14ca4f-dce6-4bb4-9bef-a8bbc077081b,0db2ba01-3030-4177-b1ee-0fdfecc5b8c8,81158,Short Term,746,2920680,10+ years,Home Mortgage,Debt Consolidation,7326.02,15.3,17,5,0,7163,11264,0,0
a69356ae-3974-4906-838c-dc1ec0e72223,d7317065-35ed-4ec6-bff7-4f62ce473120,439032,Long Term,721,2654148,9 years,Rent,Debt Consolidation,10395.28,19,35,4,0,270237,362164,0,0
b7590f67-9e59-4b5f-9423-c0a8e38a7bd7,e4d0785e-738b-4a30-b917-c7a7a75fa490,172436,Short Term,683,446747,,Rent,other,7296.76,22.7,40,11,0,244587,468886,0,0
2331d779-30a5-4ac0-a70f-c48efd55a55e,87f89e16-a5e5-4de8-94fb-22df1ec29604,108328,Short Term,738,1122672,2 years,Rent,Debt Consolidation,4453.22,27.2,35,8,2,105792,294448,0,1
9b4e6ab1-07dd-49b8-a29a-c274bad837a0,18c6df3c-1cb7-4a9b-9177-d6bd7b398f64,173800,Short Term,739,702468,< 1 year,Rent,Debt Consolidation,14400.67,22,45,13,1,119966,301972,1,0
531649a2-6909-45ef-a53f-72f486cea625,10bf3146-a664-456c-8b89-1f31f81ad9c2,461802,Long Term,641,906661,6 years,Home Mortgage,Debt Consolidation,17453.21,10.5,,11,0,338276,419826,0,0
e2b87667-7748-41fe-ba30-4be3f0ecfcff,bbdfc9be-97a3-44a4-9239-9250afa2a698,200002,Short Term,700,863645,< 1 year,Rent,Debt Consolidation,20583.27,24.8,5,12,0,647026,1017918,0,0
63c5a22a-fd90-4467-9971-d286390ceb72,b606c100-7fcd-49cc-9290-30033b97adbb,99999999,Short Term,710,518339,10+ years,Home Mortgage,Debt Consolidation,2678.05,17.4,15,4,1,58216,75900,1,0
bf1fcf66-133a-4b53-a7fe-068a2bad4eef,d3274772-a24c-4049-9f27-b37fa264ecc6,242110,Long Term,703,1213511,6 years,Rent,Debt Consolidation,22854.53,15.4,48,21,0,233035,917774,0,0
b8af8840-8b77-46b9-a13e-fbb28a9e9570,b9254a96-7185-49bb-a1a9-ab93a4adbe24,267784,Long Term,,,1 year,Own Home,Debt Consolidation,48050.62,12.2,20,10,0,60325,403722,0,0
17b0a9d6-525a-49a9-bc4a-04561bab9030,cbdf1032-4e62-4ee0-b83d-67da1cb24741,333674,Long Term,709,1152654,10+ years,Home Mortgage,Debt Consolidation,16521.45,21.2,54,9,0,257165,344630,0,0
1a57e5cc-417d-427b-b391-3b9eb2a77c24,254909de-8b3c-48f5-b100-9ca14252ee1e,533808,Short Term,741,1285996,1 year,Home Mortgage,Debt Consolidation,19322.05,25.3,,9,0,312398,701008,0,0
e0fbd153-c8e9-43dd-8477-7364040e65a4,519cf8c0-780a-409c-8505-70eefac81809,628562,Long Term,694,1555473,10+ years,Home Mortgage,Debt Consolidation,19184.11,27.4,,8,0,118123,244684,0,0
3936e0fa-fd49-42f6-9c99-b002e9adfd5c,c67f67b0-065f-4bf4-93de-675a89621a54,562650,Short Term,747,1671582,10+ years,Own Home,Debt Consolidation,12007.62,16,46,17,0,372248,1310144,0,0
0aa6da6f-96f2-4727-8c70-4cfbd89f7b62,e4a5af02-21a3-499a-9778-11172e3b9db7,55836,Short Term,715,1253525,9 years,Home Mortgage,Debt Consolidation,15877.92,17.6,42,8,1,91846,136180,0,0
5d3e0cef-5dfb-453b-8363-f6221cd2a2bc,02002142-a04b-45fa-ae6e-92c4b72e33d4,608498,Long Term,700,1206101,5 years,Rent,Debt Consolidation,34976.91,13.4,26,13,0,380114,797324,0,0
c738ef30-1ddb-4e2c-a102-6b1e9abba853,3136f45b-7306-44c1-bdab-e42216a78f6a,334796,Short Term,726,1000863,6 years,Rent,Other,10759.32,14.3,,7,0,137617,236082,0,0
0be6b37a-0d9e-43f0-90dc-0034caf91aa0,df9d59d0-00ce-4dc7-849a-c3d5fd147c0a,297594,Short Term,750,2018750,3 years,Home Mortgage,Debt Consolidation,33174.95,21,,14,0,6688,121066,0,0
c559a327-ce3c-4a9d-8356-1ce0ded3f433,ce6143ec-eb74-400e-93bc-0e1ffa792b30,321530,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,24620.96,22.8,16,21,0,201476,530222,0,0
0538dc4e-6eb4-417a-97ce-afc0d24ada7a,66666e11-ea2d-4dab-b6bc-f3768a1bf418,99999999,Short Term,743,1824019,1 year,Home Mortgage,Debt Consolidation,40888.19,27,,7,0,1457205,1744864,0,0
79d992b7-0aa7-4059-a10b-3d416809d77e,3baae7fe-d27a-40af-9289-2b4626c0893f,753016,Long Term,,,5 years,Home Mortgage,Debt Consolidation,9627.49,21.7,21,9,0,384522,657646,0,0
7ac39596-b6f8-460c-a189-7693771ee2f3,a5358f92-f63e-4f20-b5ee-e494004abf70,33506,Short Term,705,675374,1 year,Rent,Debt Consolidation,3934.14,4.1,,12,0,43643,871376,0,0
3bb1e649-06db-4a44-8b1b-963999e74e8d,f8bf1cf1-91db-4d5a-b458-1506c0f858ce,99999999,Short Term,737,679839,1 year,Rent,Take a Trip,2951.65,11.8,,4,0,130435,225060,0,0
0f674a44-1dae-457b-86b0-9293c3209372,47bcc8fc-4a41-4fcb-853f-8357d471f488,452474,Short Term,,,3 years,Home Mortgage,Other,20298.84,15.1,,14,0,93499,362120,0,0
edbab0fe-897a-4ff0-a40f-a0b5fdcc24dd,7fe81318-178f-44fb-9ee7-4db93b588bd1,218922,Short Term,725,1179786,9 years,Rent,Debt Consolidation,8435.43,9.1,,10,0,196213,282590,0,0
4980928c-e71c-4606-8a00-1c445993f64f,f334618d-29bd-43e6-9079-36d75b33d845,442904,Short Term,692,1625659,< 1 year,Rent,Debt Consolidation,24926.67,35.9,,16,0,559854,704616,0,0
424260de-1677-4e30-a3eb-c50fe5dc296a,c9d2c3de-0a19-4000-ac7b-aa1904be91dd,218724,Short Term,,,10+ years,Own Home,Debt Consolidation,15647.07,23.6,25,13,0,206226,571252,0,0
7e3d45b8-a387-403b-80e8-6020f2eafd05,3d1299de-b86d-4968-afa2-d2914898266c,99999999,Long Term,733,1092291,10+ years,Home Mortgage,Debt Consolidation,7591.45,15.6,69,3,0,253118,298760,0,0
a1d8550e-a06a-4f03-a853-370d5806b69f,cd79c077-e318-479d-aee6-c57e67f8d658,28908,Short Term,708,576042,7 years,Own Home,Other,6384.38,9.9,4,4,0,9880,24464,0,0
abd0ebcc-4b76-4a2b-81b7-3ed6a6e11b9d,0b7488fd-15ea-461a-bf7f-07203c8917f7,99999999,Short Term,745,790267,9 years,Home Mortgage,Debt Consolidation,14290.47,16,,6,0,27360,181016,0,0
ce3e912c-3e48-4e50-a2c0-8357cebb1c77,f73c3f55-966d-4c4a-8cc6-51240412a92f,775940,Long Term,699,1895478,4 years,Home Mortgage,Debt Consolidation,21166.19,22.6,19,10,0,746339,1095292,0,0
6b35da9b-c3ef-4040-af71-0f4f3c4be2d4,76efc4e2-9097-43d9-8e08-5e773efeb097,223322,Short Term,741,617177,,Rent,Debt Consolidation,12755.08,40.1,,16,0,125153,1042536,0,0
2f10c59c-2a80-411e-9550-f1374163b942,ca2030ad-f75f-4e23-84f0-214bd9f42e49,673728,Short Term,738,2674725,10+ years,Home Mortgage,Debt Consolidation,57729.6,19.6,42,23,0,435575,723602,0,0
d43172d3-c248-4c5b-b507-16242c0772a2,afe7b019-4cea-4f34-984b-0d47f4e1cfe7,131692,Short Term,743,2047288,4 years,Rent,Debt Consolidation,12386.1,31.9,24,10,0,90079,396572,0,0
28cfdae8-97e7-471c-8a64-a4fadb0a6bc9,a4339709-2f0c-4964-8755-d6a338796c55,72116,Short Term,6670,823954,8 years,Rent,Debt Consolidation,288.42,9.8,,2,0,9481,33286,0,0
b7937877-f6dd-461d-ad0a-06f97025ddea,e8e5cc52-7eeb-4bb3-8dd4-4e40fb7f0cb9,169004,Short Term,746,2091938,10+ years,Home Mortgage,Debt Consolidation,18304.41,15.9,,16,0,144609,1116258,0,0
bcfbef61-af7f-4189-8c56-db122bdf2bb0,d9d93b55-5d86-48c2-b8d4-341836b6f483,328262,Short Term,685,944965,10+ years,Home Mortgage,Debt Consolidation,4874.45,17.6,,8,0,223364,341198,0,0
5b69714a-e24f-48ef-b163-d03413793c97,e9c647f6-2602-4a0f-8ca5-18927656a201,112618,Short Term,,,< 1 year,Own Home,Debt Consolidation,12697.13,21.2,,11,0,140334,202598,0,0
a776e23c-8cd2-48a7-a8a1-fa31b85c298c,76e7038a-477f-4d8f-a775-944fd5e25d25,175626,Short Term,6840,748923,,Rent,Debt Consolidation,7052.42,34.8,72,13,3,96178,259006,3,0
6c470546-5293-4051-8277-77d5ed29501c,e0318225-309d-440b-8590-8f8371267302,91300,Short Term,,,6 years,Rent,other,2459.55,20.6,52,5,1,2033,97834,1,0
e67a0fd9-ad67-4dc4-8a0e-5225e0e506d3,13ceb007-d56e-4b65-b30e-dd26b8d2e15d,223300,Short Term,735,771400,10+ years,Home Mortgage,Debt Consolidation,20442.1,17.5,,19,0,220229,667546,0,0
dedddf38-a51b-46f2-91e3-dfc467df390d,7a26e215-2df7-4676-8d3d-4f2fa290f444,69542,Short Term,751,1125978,3 years,Home Mortgage,Home Improvements,22350.65,18.1,,11,0,306850,644820,0,0
7195c8e4-c283-4d15-ba35-c9d845caa986,1ab56315-964d-47ec-8898-9a441774714f,339834,Short Term,,,10+ years,Rent,moving,4053.65,22.1,,12,0,140163,1096568,0,0
70c21116-5512-4d65-88eb-0cfd7315df00,fc041b0f-5ee3-4962-8c01-1df09cc49b29,473044,Short Term,742,3501738,9 years,Home Mortgage,Debt Consolidation,49608.05,19.2,,14,0,305767,581350,0,0
ee7bf771-df2a-4383-a29c-55909d7829bf,a5e1a112-104c-4187-bd3d-6ca44942ef8c,267388,Short Term,,,10+ years,Rent,Debt Consolidation,21199.63,21.1,82,7,0,315115,510290,0,0
a9071e65-04c2-4d53-9fbe-e914f915e0fc,e0dc00e7-f4c4-4400-bf11-1ff73dc3e4cd,267454,Long Term,698,1347423,9 years,Rent,Debt Consolidation,16955.03,22.6,,9,0,174363,245300,0,0
3c8a8be3-fe1d-4969-936c-cf4236165ea0,1d3ca32d-1b08-4fc6-9140-6074008a5e51,761090,Long Term,678,1449947,10+ years,Home Mortgage,Debt Consolidation,7757.13,30.7,,5,0,196289,239492,0,0
0ad36ce6-d2dd-4bb5-ba10-1f93e542caf5,1116b2a1-c3c2-49ac-ba5d-7a0b5e40507a,251328,Short Term,730,891480,4 years,Rent,Debt Consolidation,7250.59,21,24,6,0,279395,504702,0,0
d75e5258-a7de-439b-8793-7a7c09f79469,6eac263a-b31a-4959-8872-e85965f8c201,272976,Long Term,,,< 1 year,Home Mortgage,Buy House,9332.23,12.8,,18,0,209171,552970,0,0
9441153d-1c12-4e4a-aca1-2a497721e81a,728492e4-b073-40e2-b0af-38f13aad92cd,773014,Long Term,628,1907410,< 1 year,Home Mortgage,Buy a Car,6882.56,16.9,39,12,1,41515,476036,0,1
b0b4e49c-4fe9-455b-a2a4-bcda39e7040b,f210b676-be43-4977-9784-4b4cad4e62fa,268510,Short Term,714,1449377,9 years,Home Mortgage,Debt Consolidation,22465.22,15.5,9,5,0,144533,313412,0,0
c5dca97f-d869-458b-ad84-b12093926dd4,85e3fb12-9733-40d0-ba40-c4c70a4d676f,219868,Short Term,736,683582,6 years,Own Home,Debt Consolidation,9057.49,9.6,,8,0,121467,215380,0,0
5fb42731-bb3c-41b6-9bf1-457d37bbd8a8,a803bb48-9dfd-4ff5-bf5b-03dc565396c4,111474,Short Term,712,500574,,Rent,Debt Consolidation,2444.54,7,,8,0,61256,140470,0,0
f680c461-bded-4192-8dd7-41b13b1ace6e,baba6fc9-ad42-47d7-8d62-e9052e90365d,321288,Long Term,713,1310354,6 years,Home Mortgage,Debt Consolidation,16597.64,12.1,,8,0,172520,428670,0,0
f59e2669-4b6c-489b-961b-08be96eedfae,688ecf47-13fe-4cd2-bd24-559edbfaf04f,356532,Short Term,,,8 years,Home Mortgage,Debt Consolidation,23214.39,23.5,,6,0,305482,690844,0,0
8457072a-e44c-4e12-b8c9-a81e40465393,6ae29eef-f509-4231-bbc1-4b88b13cb39d,99999999,Short Term,698,1281455,8 years,Rent,other,42501.86,10.6,30,9,0,0,0,0,0
c46383a2-a37d-422c-9b8d-82640d00d12a,414ca4d1-4225-4cfb-b5a6-1ee6a994b4a9,214566,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,22418.67,17.4,16,7,0,42978,114400,0,0
